postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,longitude,latitude
RG12 8NF,485549,169225,Unsurveyed/Urban,60.0,Unknown,280.0,Bracknell Forest,-0.7712075975535778,51.41559793073964
PO13 9XZ,458870,101036,Unsurveyed/Urban,10.0,River Alver,1350.0,Gosport,-1.1659002924737312,50.805896940172055
CR7 6JY,530982,168299,Unsurveyed/Urban,40.0,Unknown,3210.0,Croydon,-0.11854218970719384,51.39861092377341
ME3 8SL,577988,175337,Stagnosols,30.0,Unknown,590.0,Medway,0.5600659540691425,51.44904383920064
RG24 0DF,466686,153121,Unsurveyed/Urban,80.0,River Loddon,320.0,Basingstoke and Deane,-1.045420346879194,51.27334462542977
RG1 2BQ,471566,173428,Unsurveyed/Urban,40.0,River Kennet,1240.0,Reading,-0.9713947775523527,51.45531817848791
ME12 3TS,594805,171763,Stagnosols,20.0,Unknown,1020.0,Swale,0.7998211648366114,51.41141590693924
CR0 8RP,536449,165206,Unsurveyed/Urban,50.0,The Beck,1680.0,Croydon,-0.04119045896080592,51.369528644358724
KT4 7QG,520200,165200,Planosols,20.0,Hogsmill River,1230.0,Kingston upon Thames,-0.27450083176364976,51.37314329319171
DA7 6BU,549686,175581,Unsurveyed/Urban,50.0,River Cray,2650.0,Bexley,0.15320835307926614,51.459419001668046
CT6 6QL,620240,168368,Unsurveyed/Urban,30.0,Eastern Monkton Stream,1420.0,Canterbury,1.1628965732003453,51.371636376667645
TW17 0WL,508007,167313,Unsurveyed/Urban,10.0,River Ash,2520.0,Spelthorne,-0.4489603228195257,51.39458349377459
BA12 6FL,381740,131597,Stagnosols,90.0,Shreen Water,940.0,Wiltshire,-2.262064519699824,51.08339660416571
TN5 6UH,563481,132391,Luvisols,70.0,River Rother,2240.0,Wealden,0.3318780262793545,51.067573953222904
SE24 9PW,532627,175039,Unsurveyed/Urban,30.0,River Thames,5320.0,Southwark,-0.0923884780262004,51.458798721027044
BH23 2ZX,415856,92673,Unsurveyed/Urban,0.0,Mill Stream,200.0,"Bournemouth, Christchurch and Poole",-1.7766899286357416,50.733458270925915
RH16 4YL,533300,123500,Unsurveyed/Urban,70.0,Scrase Stream,1580.0,Mid Sussex,-0.10186054516645808,50.99546508321742
ME9 9TW,595379,162916,Luvisols,10.0,Unknown,1360.0,Swale,0.8032049813098544,51.33176478619114
TR19 7HA,137167,31413,Histosols,120.0,Unknown,670.0,Cornwall,-5.678602901216814,50.124454676387
SE3 8LZ,542201,175960,Unsurveyed/Urban,60.0,Quaggy River,2190.0,Greenwich,0.04569634649729486,51.46475277479852
GU21 4WF,500740,158617,Unsurveyed/Urban,40.0,Basingstoke Canal,1020.0,Woking,-0.5558347585114221,51.31775208618066
BR7 5HN,542844,170358,Unsurveyed/Urban,60.0,Quaggy River,590.0,Bromley,0.05268811760888974,51.41425267842479
GU51 1LE,480302,155156,Podsols,70.0,Unknown,780.0,Hart,-0.8498126591827134,51.28988584276688
DA7 6HB,550079,176119,Unsurveyed/Urban,50.0,Unknown,1910.0,Bexley,0.15908909865992105,51.46414903610235
SL6 9YX,489079,180680,Stagnosols,30.0,White Brook,1740.0,Windsor and Maidenhead,-0.717576951970269,51.518027043264624
SO3 4ST,448773,113588,Planosols,30.0,Unknown,560.0,Eastleigh,-1.3075127545306353,50.9196980015834
ME5 8LW,577137,164551,Luvisols,140.0,River Medway,4910.0,Tonbridge and Malling,0.5424517394135951,51.35242264157804
PO22 9AT,492389,100854,Unsurveyed/Urban,10.0,Aldingbourne Rife,1210.0,Arun,-0.6903616954479236,50.79989193459027
BA1 4LB,372169,167274,Cambisols,80.0,River Avon,800.0,Bath and North East Somerset,-2.401485843097962,51.403804921394396
PO21 9AU,493770,99105,Unsurveyed/Urban,10.0,Aldingbourne Rife,1120.0,Arun,-0.6712166481756973,50.78394662759796
GU7 1NH,498129,144511,Unsurveyed/Urban,40.0,River Wey,1250.0,Waverley,-0.597152671534361,51.191407127419055
TN2 3XJ,559924,142133,Luvisols,40.0,Unknown,400.0,Tonbridge and Malling,0.285470099324762,51.156106235271565
BA1 2DT,374542,165399,Unsurveyed/Urban,50.0,Kennet and Avon Canal,1260.0,Bath and North East Somerset,-2.3672374271131,51.387057938059826
PO36 8AG,460085,84340,Luvisols,10.0,Unknown,810.0,Isle of Wight,-1.1513752951164467,50.65564761448317
TN21 8WG,558877,121543,Luvisols,170.0,Unknown,810.0,Wealden,0.2614754872690964,50.971394449355245
DT2 9BE,353679,88790,Leptosols,80.0,River Bride,910.0,Dorset,-2.6572130884817806,50.696899004298835
BA9 9QA,371062,128496,Unsurveyed/Urban,70.0,River Pitt,430.0,South Somerset,-2.4142551378048394,51.055071314589384
TN17 9EW,577605,136035,Luvisols,80.0,Crane Brook,1600.0,Tunbridge Wells,0.5350471887803465,51.096116512183066
TN23 4XW,600070,142088,Unsurveyed/Urban,40.0,Great Stour,430.0,Ashford,0.8588283029570626,51.14308660650899
BS16 2SP,364573,177111,Unsurveyed/Urban,50.0,River Frome,910.0,South Gloucestershire,-2.5116693983235603,51.491826056836
SW16 1WD,530045,171870,Unsurveyed/Urban,50.0,River Wandle,4050.0,Lambeth,-0.13069505701292283,51.43091818890188
BN3 3UF,529099,105474,Unsurveyed/Urban,30.0,River Adur,3950.0,Brighton and Hove,-0.16806381001358728,50.83440876061117
BH15 9FA,401109,90659,Unsurveyed/Urban,10.0,Little Channel,380.0,"Bournemouth, Christchurch and Poole",-1.9856565438584777,50.71555950567284
TA18 7ND,344127,110930,Cambisols,50.0,Gould's Brook,340.0,South Somerset,-2.79582000978444,50.89513383901941
KT10 9AE,515400,165700,Unsurveyed/Urban,20.0,The Rythe,740.0,Elmbridge,-0.3432675664355612,51.378632089096094
SO21 3BY,454610,142270,Luvisols,120.0,River Dever,5230.0,Winchester,-1.220164302880016,51.177065663719034
BS37 9WW,371389,182380,Unsurveyed/Urban,80.0,River Frome,260.0,South Gloucestershire,-2.4139268539718364,51.53958811553314
GU21 5GZ,500740,158617,Unsurveyed/Urban,40.0,Basingstoke Canal,1070.0,Woking,-0.5558347585114221,51.31775208618066
ME12 3FR,594605,172265,Stagnosols,10.0,Unknown,1100.0,Swale,0.7972242463834605,51.41599292505669
PO10 8HL,476671,105765,Luvisols,10.0,Ham Brook,1240.0,Chichester,-0.9123287138618784,50.84633606448766
ME2 3UG,570717,169535,Luvisols,80.0,Unknown,2600.0,Gravesham,0.4527399822105217,51.39915953041195
OX9 7DQ,469687,199674,Cambisols,110.0,Haseley Brook,130.0,South Oxfordshire,-0.9932352678460721,51.69150292077742
TA1 4DY,322451,124361,Unsurveyed/Urban,60.0,Gaol Stream,100.0,Somerset West and Taunton,-3.1068402950689173,51.01337886082179
SE25 6ZA,533661,168470,Unsurveyed/Urban,60.0,Unknown,2260.0,Croydon,-0.07999060427444313,51.399523333656326
TA22 9NF,293944,127711,Cambisols,150.0,River Haddeo,620.0,Somerset West and Taunton,-3.5140587172960034,51.03893631854409
TN21 8HN,558260,121511,Luvisols,150.0,Unknown,2240.0,Wealden,0.25268105850716566,50.97127664203106
BS40 7XN,351506,156992,Luvisols,130.0,Congresbury Yeo,1280.0,Mendip,-2.6971120293040105,51.309964737111294
PL11 2LW,243459,55143,Cambisols,20.0,River Tamar,820.0,Cornwall,-4.2028552443533105,50.37530033365426
TA1 9JL,322271,125483,Luvisols,20.0,Mill Lease Stream,1810.0,Somerset West and Taunton,-3.109646517852499,51.02344188702417
TR11 4NY,181589,32045,Unsurveyed/Urban,10.0,Unknown,1580.0,Cornwall,-5.0584972388808245,50.148148806454216
BN4 1AF,526200,105200,Unsurveyed/Urban,10.0,River Adur,2780.0,Brighton and Hove,-0.20930437613114727,50.83258480932852
PO21 2BX,493243,99508,Unsurveyed/Urban,10.0,Aldingbourne Rife,1580.0,Arun,-0.6785880273565537,50.78765455609168
CT20 3TP,620041,135932,Unsurveyed/Urban,60.0,Seabrook Stream,1400.0,Folkestone and Hythe,1.1401439520922054,51.08049372651319
BN52 9BH,529099,105474,Unsurveyed/Urban,30.0,River Adur,3950.0,Brighton and Hove,-0.16806381001358728,50.83440876061117
SO31 7GW,450019,110011,Planosols,10.0,River Hamble,370.0,Fareham,-1.2902772215411868,50.88742828434355
SE10 9YS,540202,178646,Unsurveyed/Urban,10.0,Woolwich Reach,2960.0,Greenwich,0.01800365388910216,51.489387248321655
RG11 3BJ,482512,166687,Luvisols,60.0,Unknown,280.0,Wokingham,-0.8154585211206781,51.39323163426846
SE17 9DR,532118,178403,Unsurveyed/Urban,10.0,Upper Pool,2400.0,Southwark,-0.09845383685412677,51.489148394761806
BN7 1AS,540702,110130,Unsurveyed/Urban,70.0,Papermill Cut,880.0,Lewes,-0.0016070207921837945,50.873550361388595
UB8 2WB,505009,183132,Unsurveyed/Urban,30.0,River Colne,1320.0,Hillingdon,-0.48734133827447407,51.5373330092773
BS18 1SB,366009,167397,Unsurveyed/Urban,40.0,River Chew,670.0,Bath and North East Somerset,-2.490050268447971,51.40457386305889
W4 1ZT,520717,178385,Unsurveyed/Urban,10.0,River Thames,1580.0,Hounslow,-0.26258728286510835,51.4915331411412
CR9 6BU,533682,166322,Unsurveyed/Urban,60.0,Unknown,3290.0,Croydon,-0.08049694234005296,51.38021521221674
SE17 9DX,532118,178403,Unsurveyed/Urban,10.0,Upper Pool,2400.0,Southwark,-0.09845383685412677,51.489148394761806
BH12 3YJ,406189,93423,Podsols,50.0,Unknown,260.0,"Bournemouth, Christchurch and Poole",-1.9136562055103599,50.7403842957393
TA1 3XU,322267,125484,Luvisols,20.0,Mill Lease Stream,1810.0,Somerset West and Taunton,-3.1097037536711603,51.023450335885386
BH21 1JQ,401020,100069,Unsurveyed/Urban,20.0,River Allen,660.0,Dorset,-1.986894037203238,50.80018012901801
TA7 8RL,334116,137623,Luvisols,10.0,King's Sedgemoor Drain,1470.0,South Somerset,-2.9430024395933114,51.134073311361
EX37 9ER,262955,117963,Cambisols,160.0,Unknown,1080.0,North Devon,-3.9521319613478827,50.94477010876286
PL28 8NQ,188112,73710,Cambisols,50.0,Unknown,1030.0,Cornwall,-4.990750168981292,50.52471362673799
TW10 7YN,517053,171720,Unsurveyed/Urban,10.0,River Thames,360.0,Richmond upon Thames,-0.31754289289124443,51.43240017291491
ME10 1JG,590076,163538,Unsurveyed/Urban,20.0,Unknown,3870.0,Swale,0.7275079789911691,51.33914720963792
SO40 3XZ,435426,113919,Unsurveyed/Urban,10.0,Unknown,830.0,New Forest,-1.4973498091526931,50.923645579124845
TN2 9TP,546600,120788,Luvisols,20.0,River Uck,140.0,Wealden,0.08644206089800584,50.96786288401645
SE1 1XS,532693,180068,Unsurveyed/Urban,10.0,Upper Pool,1030.0,Southwark,-0.08955132850679261,51.50397635247262
BS99 5WR,360204,173429,Unsurveyed/Urban,20.0,River Frome,820.0,"Bristol, City of",-2.574179627301349,51.45842947678411
DA12 5AG,565090,172537,Unsurveyed/Urban,30.0,River Thames,2370.0,Gravesham,0.373321903481646,51.42779328342804
BN2 8WQ,536888,102381,Unsurveyed/Urban,30.0,River Ouse,4320.0,Lewes,-0.05867308419025569,50.80482278381103
EX7 9JF,296235,76868,Cambisols,30.0,Dawlish Water,490.0,Teignbridge,-3.4670022800344737,50.58229941722434
GU32 1YH,468640,124206,Cambisols,170.0,River Meon,3120.0,East Hampshire,-1.0229161256993828,51.01314691302073
GU27 9FS,488979,132609,Podsols,130.0,River Wey,350.0,Waverley,-0.7309896107968787,51.08590652769892
ME3 8AN,578521,175607,Stagnosols,30.0,Unknown,1070.0,Gravesham,0.5678643065175369,51.45130147331248
TA6 6WT,330074,134912,Luvisols,10.0,Stock Moor Rhyne,400.0,Sedgemoor,-3.000235405329203,51.10921945703613
SW18 1DR,525820,174771,Unsurveyed/Urban,10.0,River Wandle,2170.0,Wandsworth,-0.19040819123417965,51.45794266492334
RH15 8YZ,529752,118802,Planosols,30.0,Unknown,170.0,Mid Sussex,-0.15406576965774743,50.954051499501354
BA14 0ZW,385789,157986,Unsurveyed/Urban,40.0,River Biss,520.0,Wiltshire,-2.2053133737999793,51.32079836810576
SO15 3GE,439999,113032,Unsurveyed/Urban,10.0,Tanner's Brook,1060.0,Southampton,-1.432387816549146,50.91537171720357
BS37 6HJ,372065,182127,Unsurveyed/Urban,90.0,River Frome,740.0,South Gloucestershire,-2.4041599306457235,51.53734734782529
EX1 9JG,292653,92961,Unsurveyed/Urban,40.0,Shobrooke Lake,1330.0,Exeter,-3.5222484395266034,50.72632094730711
ME8 8AH,579385,166161,Cambisols,160.0,Unknown,4180.0,Medway,0.5755115167484463,51.366179970514075
TA9 3BD,331590,147443,Gleysols,10.0,River Brue,3240.0,Sedgemoor,-2.980971310990613,51.222064721588396
BA2 4PF,375308,164200,Leptosols,30.0,Kennet and Avon Canal,1820.0,Bath and North East Somerset,-2.3561459725437826,51.37631116552006
BN9 7EH,540100,101200,Unsurveyed/Urban,30.0,River Ouse,4220.0,Lewes,-0.013567884925498794,50.79344187567458
DT6 5LJ,347272,98445,Cambisols,30.0,Temple Brook,1440.0,South Somerset,-2.7493053138777506,50.78316864415733
W4 3LJ,520030,177824,Unsurveyed/Urban,10.0,River Thames,1080.0,Hounslow,-0.2726685246780032,51.48663732770509
RG27 8UY,476700,157000,Luvisols,60.0,Unknown,870.0,Hart,-0.901061086252569,51.30695943378675
UB7 0AY,505876,177723,Luvisols,20.0,River Colne,2090.0,Hillingdon,-0.4764681093907977,51.488553746454826
BS18 3AA,368195,166632,Unsurveyed/Urban,60.0,River Avon,1110.0,Bath and North East Somerset,-2.4585562084716828,51.39782274705116
TN11 0HZ,563552,150381,Planosols,30.0,River Bourne,900.0,Tonbridge and Malling,0.3410568051613075,51.229185286908816
BN99 9AB,517706,104201,Unsurveyed/Urban,10.0,Unknown,1030.0,Adur,-0.330184564724251,50.82539309526648
BH10 7DG,408925,95716,Unsurveyed/Urban,20.0,River Stour,1470.0,"Bournemouth, Christchurch and Poole",-1.8748273020626907,50.76096926600994
RG5 4RP,476855,174539,Unsurveyed/Urban,50.0,River Loddon,1470.0,Wokingham,-0.8950477006022286,51.46461368178965
GU12 4XQ,486977,150005,Unsurveyed/Urban,90.0,Blackwater River,1050.0,Rushmoor,-0.7553643215391981,51.24260089508138
TR18 4DW,147440,29956,Unsurveyed/Urban,10.0,Larriggan River,840.0,Cornwall,-5.534206374233917,50.11583704337295
PL5 4DZ,247006,59760,Unsurveyed/Urban,40.0,River Tamar,500.0,Plymouth,-4.15489143102881,50.41772627149913
TN16 1ZD,545452,154184,Luvisols,110.0,River Darent,400.0,Sevenoaks,0.08356251333529921,51.268254847214955
EX39 3RL,244511,126599,Unsurveyed/Urban,30.0,Unknown,760.0,Torridge,-4.2181710900194425,51.01768683863114
SO1 3QP,439769,113267,Unsurveyed/Urban,10.0,Tanner's Brook,800.0,Southampton,-1.4356338397343051,50.9175006712804
BN14 7EG,513891,103389,Unsurveyed/Urban,10.0,Unknown,2350.0,Worthing,-0.3845782658007581,50.818856368592876
PO2 8PE,464542,103016,Unsurveyed/Urban,0.0,Unknown,1550.0,Portsmouth,-1.0850675423041463,50.82309685122935
RG24 8BQ,465674,154314,Planosols,90.0,Petty's Brook,1480.0,Basingstoke and Deane,-1.059706665238533,51.28418774022841
BN21 4HU,560956,98597,Unsurveyed/Urban,10.0,Unknown,2020.0,Eastbourne,0.28097340715792113,50.76464150166316
RG14 7DB,447189,165961,Unsurveyed/Urban,100.0,River Kennet,1190.0,West Berkshire,-1.323193684149426,51.39073469381263
PO4 9DJ,466145,99206,Unsurveyed/Urban,10.0,Shut Lake,660.0,Portsmouth,-1.0629983280469208,50.78865927182144
CR2 5NE,532000,160400,Unsurveyed/Urban,50.0,River Wandle,5630.0,Croydon,-0.1068466525806803,51.32738880258871
PO9 2AR,471692,106724,Unsurveyed/Urban,10.0,Unknown,700.0,Havant,-0.9828510223898207,50.85559596001901
SW14 9DP,520531,175904,Unsurveyed/Urban,10.0,River Thames,920.0,Richmond upon Thames,-0.26611093305856653,51.469275113595366
CT5 1LA,610899,166932,Luvisols,10.0,Unknown,2570.0,Canterbury,1.0280448950745928,51.3622858347799
SE1 9WZ,533378,178838,Unsurveyed/Urban,10.0,Upper Pool,1700.0,Southwark,-0.08015233038892611,51.492761970704315
TW12 2FY,513447,169655,Unsurveyed/Urban,10.0,River Thames,1000.0,Richmond upon Thames,-0.3700539455076088,51.41457280910917
BH18 9YH,399707,95591,Unsurveyed/Urban,50.0,Unknown,1860.0,"Bournemouth, Christchurch and Poole",-2.0055204135536684,50.759911929092276
SE3 8EX,541900,176700,Unsurveyed/Urban,50.0,Quaggy River,2770.0,Greenwich,0.041663020105673895,51.47147774851273
TN23 2QJ,600141,142029,Unsurveyed/Urban,40.0,Great Stour,520.0,Ashford,0.8598092033369911,51.14253194115775
GU27 2RR,490521,133119,Podsols,150.0,Unknown,770.0,Waverley,-0.7088521656219448,51.0902503783462
TN11 0DJ,563473,149969,Luvisols,30.0,River Bourne,740.0,Tonbridge and Malling,0.33973857650507794,51.22550633667812
TW5 9XS,513939,175863,Unsurveyed/Urban,20.0,River Crane,2230.0,Hounslow,-0.3609859842304068,51.47027098164096
TW7 6SR,517054,177215,Unsurveyed/Urban,10.0,River Thames,1180.0,Hounslow,-0.31571166369209164,51.48178708181503
BN16 9SF,503071,101978,Unsurveyed/Urban,10.0,River Arun,800.0,Arun,-0.5385181062594173,50.80819687768565
SN15 3QQ,392042,173675,Unsurveyed/Urban,60.0,River Avon,740.0,Wiltshire,-2.1159401881375097,51.46199089504056
DT11 8JY,393859,111027,Leptosols,70.0,The Tarrant,830.0,Dorset,-2.0886951284707402,50.8986864295092
SO2 4FR,444702,114115,Unsurveyed/Urban,60.0,River Itchen,1880.0,Southampton,-1.3653596036594824,50.924765637751634
SO51 0NR,434297,126563,Leptosols,40.0,River Test,860.0,Test Valley,-1.5122228099662813,51.037407688656955
SO19 2FL,444728,111693,Unsurveyed/Urban,30.0,River Itchen,1670.0,Southampton,-1.365285877048615,50.90298544471923
KT16 0NU,502047,163659,Podsols,40.0,Unknown,860.0,Runnymede,-0.5356432769789873,51.362840819076375
SW20 8RL,523709,169636,Unsurveyed/Urban,20.0,Pyl Brook,2510.0,Merton,-0.22256904141325465,51.41225805127872
KT1 1NP,518212,169316,Unsurveyed/Urban,10.0,Hogsmill River,1150.0,Kingston upon Thames,-0.3016791916221971,51.41055353638241
BN16 3LU,504983,103033,Unsurveyed/Urban,10.0,Unknown,680.0,Arun,-0.5110899734371873,50.81733782932539
CT20 3DA,620095,135084,Unsurveyed/Urban,10.0,Royal Military Canal,1450.0,Folkestone and Hythe,1.1403977711717523,51.072859178796456
SW4 9HL,529026,174522,Unsurveyed/Urban,30.0,River Thames,3290.0,Lambeth,-0.14437925472716687,51.45498400269689
RH19 1PA,537995,139117,Unsurveyed/Urban,110.0,Felbridge Water,1250.0,Mid Sussex,-0.029046210019326318,51.1347067321394
PO38 2DH,450836,77084,Luvisols,110.0,River Yar,320.0,Isle of Wight,-1.2831958328138164,50.591279764511505
SW17 0TH,527162,170948,Unsurveyed/Urban,20.0,River Wandle,2060.0,Wandsworth,-0.17247465513505453,51.423285886174504
BA14 6RF,386630,161663,Cambisols,40.0,Unknown,240.0,Wiltshire,-2.193384387905614,51.353881273361715
BS34 6EX,361488,181413,Unsurveyed/Urban,60.0,Stoke Brook,860.0,South Gloucestershire,-2.556573756615662,51.53030307839023
SW9 0TS,530828,176241,Unsurveyed/Urban,10.0,River Thames,3140.0,Lambeth,-0.11782334134449592,51.470018935587994
BS1 1XU,358664,172903,Unsurveyed/Urban,10.0,The Malago,760.0,"Bristol, City of",-2.5962821106974983,51.45358951002505
SE24 9YJ,532008,174437,Unsurveyed/Urban,20.0,River Thames,5290.0,Lambeth,-0.1015174307625329,51.45353334705452
TN8 6JE,543941,147988,Unsurveyed/Urban,60.0,Kent Brook,1140.0,Sevenoaks,0.05943019578091993,51.21296060510932
CT5 4WE,611096,166539,Luvisols,10.0,Unknown,1080.0,Canterbury,1.0306373490376899,51.358683935207765
BN2 4GL,532363,106424,Unsurveyed/Urban,30.0,West Arm,8820.0,Brighton and Hove,-0.1213959259586367,50.84221045969861
TQ1 2XA,292955,63613,Cambisols,90.0,Unknown,840.0,Torbay,-3.5095067691009434,50.462546333757125
SO15 4HT,439097,113279,Unsurveyed/Urban,10.0,Tanner's Brook,200.0,Southampton,-1.4451916797514472,50.917654364142784
SW9 6FG,531442,176576,Unsurveyed/Urban,10.0,River Thames,3330.0,Lambeth,-0.10886408028253132,51.472887288842095
TN39 5DY,573321,109560,Unsurveyed/Urban,50.0,Watermill Stream,2430.0,Rother,0.46131509633611395,50.859576951647654
TN2 5YW,559924,142133,Planosols,70.0,Unknown,240.0,Tunbridge Wells,0.285470099324762,51.156106235271565
PL24 2PU,207921,54301,Cambisols,20.0,Unknown,310.0,Cornwall,-4.701675152036834,50.35720238393811
SP7 8NJ,386955,122702,Unsurveyed/Urban,200.0,River Nadder,2950.0,Dorset,-2.1872904260376127,51.003555035742316
BA12 9AY,387440,145108,Unsurveyed/Urban,120.0,The Were,200.0,Wiltshire,-2.1811652861450472,51.20504135437791
PO10 7YZ,474902,105976,Unsurveyed/Urban,40.0,River Ems,410.0,Havant,-0.9374079663234568,50.84846454704399
SO5 5RT,445568,118965,Unsurveyed/Urban,20.0,Barton River,740.0,Eastleigh,-1.3524337613479283,50.968308020312506
BS30 9UB,366108,170897,Unsurveyed/Urban,40.0,Siston Brook,640.0,South Gloucestershire,-2.4889629381812854,51.43604921309307
BN9 9BQ,544714,101325,Unsurveyed/Urban,20.0,River Ouse,240.0,Lewes,0.0519026563659927,50.79343261217999
BA2 4NB,375697,163728,Unsurveyed/Urban,40.0,Kennet and Avon Canal,2460.0,Bath and North East Somerset,-2.3505247639394122,51.3720840478891
BS5 7BP,362079,174093,Unsurveyed/Urban,50.0,River Frome,750.0,"Bristol, City of",-2.54726532452056,51.46452867365546
DT2 9UD,367960,94966,Leptosols,110.0,River Cerne,900.0,Dorset,-2.4555583851825475,50.75340092267673
CT8 8RQ,632709,170048,Cambisols,10.0,Minster Stream,4950.0,Thanet,1.342824946313707,51.38174816015238
SE19 2HS,533915,170282,Unsurveyed/Urban,90.0,Unknown,2430.0,Bromley,-0.07565799774892773,51.41574708201328
PO20 1EH,488764,103794,Luvisols,10.0,Unknown,1360.0,Chichester,-0.7410768968652536,50.82688948958356
TN34 1TD,581230,109683,Unsurveyed/Urban,20.0,Unknown,530.0,Hastings,0.5736349764692261,50.858259320282734
SO19 9QQ,445366,109923,Luvisols,20.0,Unknown,210.0,Southampton,-1.3564326661837562,50.88702024829952
SE26 6UG,534865,171020,Unsurveyed/Urban,60.0,Pool River,1970.0,Bromley,-0.061724577096628944,51.42215409325002
BS16 6QN,365304,177221,Unsurveyed/Urban,60.0,River Frome,1480.0,South Gloucestershire,-2.501151640036859,51.492860562974265
UB3 2LG,509788,180948,Unsurveyed/Urban,40.0,Grand Union Canal,2290.0,Hillingdon,-0.4191438113014788,51.51679499558364
BS11 9TX,353214,176677,Unsurveyed/Urban,30.0,River Avon,1080.0,"Bristol, City of",-2.6752117077291273,51.487095849815276
BS23 1EN,332104,160524,Unsurveyed/Urban,10.0,Uphill Great Rhyne,1490.0,North Somerset,-2.9761025616065453,51.33973090071264
HA5 2QD,510293,189507,Unsurveyed/Urban,60.0,Yeading Brook,2690.0,Hillingdon,-0.4091873598781995,51.59362430351988
SO4 3RS,435980,113524,Unsurveyed/Urban,0.0,Bartley Water,1420.0,New Forest,-1.4895069726188397,50.92005956341363
BN41 2TF,524990,106813,Unsurveyed/Urban,50.0,West Arm,3100.0,Brighton and Hove,-0.2259280544637513,50.84734503849504
SP2 9LJ,412426,131193,Unsurveyed/Urban,80.0,River Wylye,960.0,Wiltshire,-1.8239925372794823,51.07992600946127
RH15 9XS,529441,119365,Planosols,30.0,Unknown,490.0,Mid Sussex,-0.15829105823744666,50.95918141824579
SW19 6FZ,524321,170180,Unsurveyed/Urban,30.0,River Wandle,3040.0,Merton,-0.21358305896422447,51.41701337658346
RG21 8WS,462324,153509,Unsurveyed/Urban,110.0,River Loddon,1740.0,Basingstoke and Deane,-1.1078749903465768,51.27732595835006
EX4 4FJ,292082,92376,Unsurveyed/Urban,30.0,Shobrooke Lake,1750.0,Exeter,-3.5301638979783587,50.72095622227146
TW10 7WS,517837,175249,Unsurveyed/Urban,10.0,River Thames,630.0,Richmond upon Thames,-0.30509604261417606,51.463955105769045
BN23 7QQ,563539,103379,Gleysols,10.0,Mountney Sewer,450.0,Eastbourne,0.31969440174726904,50.80688703001934
RG20 5NN,452931,158654,Planosols,110.0,Unknown,500.0,Basingstoke and Deane,-1.241762695783598,51.32453280819126
SE12 8WX,542733,174310,Unsurveyed/Urban,60.0,Quaggy River,570.0,Greenwich,0.05268428188813701,51.44979248279364
PO14 1QL,456054,105574,Unsurveyed/Urban,20.0,Unknown,1760.0,Fareham,-1.2051676816145978,50.84697976342125
TN16 3EZ,543944,159108,Leptosols,180.0,River Darent,4940.0,Bromley,0.06394478971354522,51.31288421359702
GU16 6ZU,486025,159807,Unsurveyed/Urban,60.0,Blackwater River,420.0,Surrey Heath,-0.7666412652723207,51.330862223090946
BN7 1SH,540678,110166,Unsurveyed/Urban,70.0,Papermill Cut,2630.0,Lewes,-0.001934068868470942,50.87387972889474
ME3 9ET,577633,172238,Luvisols,50.0,Unknown,1780.0,Medway,0.5534092833112496,51.42131807047098
CR4 2DS,528275,170256,Unsurveyed/Urban,20.0,River Wandle,2500.0,Merton,-0.1567259426316147,51.41681637213726
BH19 1PJ,402834,79773,Planosols,20.0,Unknown,740.0,Dorset,-1.961303053150385,50.61765889943887
BA11 5WZ,376700,148600,Cambisols,110.0,River Frome,1170.0,Mendip,-2.335123067100292,51.23610120094961
TQ12 4QA,291598,70504,Cambisols,40.0,Arch Brook,1400.0,Teignbridge,-3.5306194045543275,50.5242456061605
RH77 1AF,528138,139315,Planosols,70.0,Gatwick Stream,580.0,Crawley,-0.1697799091187027,51.13877474078942
CR0 5NJ,533166,164734,Unsurveyed/Urban,60.0,River Wandle,3130.0,Croydon,-0.08850145678588581,51.36606558127645
TQ9 6UQ,278800,61900,Cambisols,30.0,Bidwell Brook,120.0,South Hams,-3.708292024366315,50.44439079999187
TR7 3DN,183031,62092,Unsurveyed/Urban,110.0,Unknown,830.0,Cornwall,-5.055588299552101,50.418518977942384
SN15 3RT,394771,171371,Stagnosols,60.0,Cocklemore Brook,1170.0,Wiltshire,-2.076623695809334,51.44130675781349
BH9 2PY,408415,94104,Unsurveyed/Urban,40.0,River Stour,1850.0,"Bournemouth, Christchurch and Poole",-1.8820944301698268,50.746480715000445
TR20 8TJ,145194,29693,Cambisols,50.0,Larriggan River,990.0,Cornwall,-5.5653841574130025,50.11251652505797
BN1 2WB,531040,104624,Unsurveyed/Urban,20.0,River Adur,3950.0,Brighton and Hove,-0.14081904804802858,50.8263333636325
CR0 7JX,534573,165817,Unsurveyed/Urban,50.0,Unknown,2970.0,Croydon,-0.06789296270300142,51.37546668068308
PL31 1JG,206736,66969,Unsurveyed/Urban,110.0,Unknown,190.0,Cornwall,-4.724839323574814,50.470610868340074
BR3 3DF,537538,167427,Unsurveyed/Urban,50.0,The Beck,1000.0,Bromley,-0.024696967128900214,51.38922475977757
OX49 5RP,470646,196857,Cambisols,120.0,Unknown,1920.0,South Oxfordshire,-0.9799327791685956,51.66605909550331
SL6 2XG,489079,180680,Arenosols,30.0,Twyford Brook,1740.0,Windsor and Maidenhead,-0.717576951970269,51.518027043264624
PL4 7YW,249400,55500,Cambisols,30.0,River Plym,1520.0,Plymouth,-4.119509462612682,50.38006075552978
