postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,longitude,latitude,postcodeSector,postcodeDistrict
SP6 1HR,414600,114500,Luvisols,30,Sweatfords Water,300.0,New Forest,-1.7936244354461202,50.92976893387863,SP6 1,SP6
TN30 6DU,588506,135181,Unsurveyed/Urban,60,River Rother,800.0,Ashford,0.690103562845087,51.084968820337984,TN30 6,TN30
TA7 8DY,334683,141533,Leptosols,20,King's Sedgemoor Drain,2410.0,Sedgemoor,-2.935610805870977,51.16929241716259,TA7 8,TA7
BN1 8GJ,532162,108880,Unsurveyed/Urban,120,Unknown,6820.0,Brighton and Hove,-0.12336337373400748,50.86433000492033,BN1 8,BN1
DA13 0ZN,564120,164705,Leptosols,150,River Medway,5640.0,Gravesham,0.3557638217428079,51.3577120191413,DA13 0,DA13
BS34 5UB,358384,181087,Stagnosols,70,Henbury Trym,1070.0,South Gloucestershire,-2.6012791141503353,51.527151145624515,BS34 5,BS34
SO15 3LJ,440581,112697,Unsurveyed/Urban,10,Tanner's Brook,750.0,Southampton,-1.4241464937509396,50.91231890712346,SO15 3,SO15
SN14 8ST,383500,174600,Cambisols,60,Doncombe Brook,1510.0,Wiltshire,-2.238937951096463,51.47012166931407,SN14 8,SN14
SO30 2ZH,448738,114199,Unsurveyed/Urban,30,Pudbrook Lake,650.0,Eastleigh,-1.307929165006709,50.925194881209215,SO30 2,SO30
SO41 9ES,431613,96245,Cambisols,20,Lymington River,1180.0,New Forest,-1.5531171512351751,50.764938164071985,SO41 9,SO41
SO17 2HG,442815,114117,Unsurveyed/Urban,20,River Itchen,1460.0,Southampton,-1.3922056372598075,50.924926382118926,SO17 2,SO17
SE15 2AJ,534868,176722,Unsurveyed/Urban,10,River Thames,3400.0,Southwark,-0.059510211858605985,51.47339377175038,SE15 2,SE15
SW18 4BJ,525336,173789,Unsurveyed/Urban,10,River Wandle,1350.0,Wandsworth,-0.19771851036086613,51.449224613532955,SW18 4,SW18
TQ3 1ZR,288792,60830,Unsurveyed/Urban,10,Unknown,1210.0,Torbay,-3.5673090768491766,50.436752465201614,TQ3 1,TQ3
PL15 8BY,233200,84400,Unsurveyed/Urban,150,River Kensey,1010.0,Cornwall,-4.360081871942943,50.63536541601802,PL15 8,PL15
BN10 8LH,540874,100857,Unsurveyed/Urban,30,River Ouse,3880.0,Lewes,-0.0027245393711530694,50.79017186707048,BN10 8,BN10
BN2 9QW,531694,104513,Unsurveyed/Urban,50,River Adur,8210.0,Brighton and Hove,-0.13157842392890073,50.82518746422302,BN2 9,BN2
TR27 6DN,161115,35493,Cambisols,60,River Hayle,2030.0,Cornwall,-5.346744071562015,50.1712107334082,TR27 6,TR27
GU10 3AA,484747,142477,Podsols,80,River Wey,860.0,Waverley,-0.7890791668795988,51.175260138186104,GU10 3,GU10
TQ1 4DU,290315,65321,Unsurveyed/Urban,60,Unknown,1830.0,Torbay,-3.5471885190691395,50.47741252423272,TQ1 4,TQ1
BS23 3DN,332724,161193,Unsurveyed/Urban,10,Uphill Great Rhyne,1420.0,North Somerset,-2.967329851434158,51.345819333736344,BS23 3,BS23
GU10 2XX,486728,140448,Podsols,70,River Wey,480.0,Waverley,-0.7612367427025811,51.15672304204225,GU10 2,GU10
TW1 4BE,515713,173105,Unsurveyed/Urban,10,River Crane,1330.0,Richmond upon Thames,-0.336358265006636,51.44512318941455,TW1 4,TW1
RG17 8FS,432486,178873,Cambisols,130,River Lambourn,3560.0,West Berkshire,-1.533312942858589,51.507858952146655,RG17 8,RG17
RH10 9JR,526889,136881,Unsurveyed/Urban,70,Gatwick Stream,3050.0,Crawley,-0.18847956155657197,51.1171769743275,RH10 9,RH10
PL15 8EE,233077,85294,Cambisols,90,River Kensey,230.0,Cornwall,-4.36222253283985,50.64336290412205,PL15 8,PL15
BH11 8YL,406031,95191,Unsurveyed/Urban,40,River Stour,1600.0,"Bournemouth, Christchurch and Poole",-1.9158669517068199,50.756284874342754,BH11 8,BH11
GU51 2ZW,480895,154671,Unsurveyed/Urban,80,Basingstoke Canal,720.0,Hart,-0.8414202953648899,51.2854419075229,GU51 2,GU51
GU16 6NW,488940,156629,Podsols,70,Basingstoke Canal,1750.0,Surrey Heath,-0.725603979545385,51.30184566851021,GU16 6,GU16
PO33 1FX,460502,90680,Planosols,40,Monktonmead Brook,1430.0,Isle of Wight,-1.1444411813390631,50.71261206197075,PO33 1,PO33
GU2 6ZU,498100,152600,Planosols,50,Unknown,560.0,Guildford,-0.5953557802591207,51.264125611852705,GU2 6,GU2
KT6 7NS,518949,165528,Unsurveyed/Urban,30,Unknown,990.0,Kingston upon Thames,-0.2923553750713676,51.37635443369789,KT6 7,KT6
GU1 2QQ,502188,150237,Unsurveyed/Urban,90,River Wey,2530.0,Guildford,-0.5374582063471334,51.242167431950385,GU1 2,GU1
BS23 2AJ,331859,161805,Unsurveyed/Urban,10,Uphill Great Rhyne,2430.0,North Somerset,-2.9798648873143976,51.35121821941085,BS23 2,BS23
PO33 2DL,459205,92895,Planosols,10,Monktonmead Brook,1150.0,Isle of Wight,-1.1624543349025813,50.73266199426413,PO33 2,PO33
DA12 1EE,565088,173976,Unsurveyed/Urban,20,River Thames,1020.0,Gravesham,0.3739634263877662,51.440721616343836,DA12 1,DA12
SW4 6DP,529666,175615,Unsurveyed/Urban,20,River Thames,3180.0,Lambeth,-0.13477284715193102,51.46466045104442,SW4 6,SW4
TA9 3TJ,331975,147084,Leptosols,10,River Brue,2750.0,Sedgemoor,-2.975390973915086,51.218883186585536,TA9 3,TA9
PO37 7YT,458044,81955,Luvisols,40,The Brook,720.0,Isle of Wight,-1.1806178751511363,50.634408596797584,PO37 7,PO37
OX10 9NP,458772,186538,Luvisols,50,Bradford's Brook,350.0,South Oxfordshire,-1.1533236560265647,51.57465332222558,OX10 9,OX10
SO41 0ET,432271,95427,Unsurveyed/Urban,20,Danes Stream,240.0,New Forest,-1.543858976063972,50.757546346924876,SO41 0,SO41
GU15 2QQ,487118,158279,Unsurveyed/Urban,70,Blackwater River,250.0,Surrey Heath,-0.7513300781669837,51.31695993919256,GU15 2,GU15
TN24 8RJ,601104,143542,Unsurveyed/Urban,50,Great Stour,610.0,Ashford,0.8744021632514485,51.15578251643881,TN24 8,TN24
CR0 9AY,532379,166208,Unsurveyed/Urban,50,River Wandle,3090.0,Croydon,-0.09925121577161942,51.37949580294696,CR0 9,CR0
TR13 8UU,165901,28490,Cambisols,50,River Cober,1030.0,Cornwall,-5.2755360010638395,50.11024254252683,TR13 8,TR13
RH16 1AY,533131,124714,Unsurveyed/Urban,50,Scrase Stream,280.0,Mid Sussex,-0.10382259976467938,51.00641476087378,RH16 1,RH16
BA11 9DQ,376784,148398,Arenosols,110,River Frome,1190.0,Mendip,-2.3339067486418767,51.234288314862816,BA11 9,BA11
TR1 2UE,182687,44967,Unsurveyed/Urban,10,River Kenwyn,650.0,Cornwall,-5.050547129238826,50.264601432534235,TR1 2,TR1
RH11 6EA,524228,135043,Planosols,80,Bewbush Brook,920.0,Crawley,-0.22711055047012924,51.10124002028406,RH11 6,RH11
BA21 3QN,354194,118897,Stagnosols,40,Ball's Water,1030.0,South Somerset,-2.6536938634898064,50.967659444347674,BA21 3,BA21
GU32 1YP,474592,123257,Luvisols,60,River Meon,470.0,East Hampshire,-0.9382804559450131,51.003874752833156,GU32 1,GU32
CR5 3GU,529585,159089,Unsurveyed/Urban,120,Unknown,5960.0,Croydon,-0.1419645524821816,51.31616170879615,CR5 3,CR5
SO4 2GP,431298,111965,Planosols,20,Unknown,730.0,New Forest,-1.5562458135517467,50.90631291928813,SO4 2,SO4
TA23 0BW,307354,142791,Cambisols,30,Washford River,640.0,Somerset West and Taunton,-3.3267267138705674,51.17682190133432,TA23 0,TA23
GU7 1TP,497503,142749,Unsurveyed/Urban,100,Unknown,1410.0,Waverley,-0.606585530951163,51.17567501934864,GU7 1,GU7
SO17 3TH,443370,115481,Unsurveyed/Urban,20,River Itchen,2650.0,Southampton,-1.384147773410557,50.937149882284146,SO17 3,SO17
BH24 9AW,415106,106753,Unsurveyed/Urban,20,Lin Brook,850.0,New Forest,-1.786742446312793,50.8600923681853,BH24 9,BH24
BH12 4BJ,406142,93257,Podsols,40,The Bourne,380.0,"Bournemouth, Christchurch and Poole",-1.9143249959615984,50.73889200883262,BH12 4,BH12
TW11 8EU,516002,171126,Unsurveyed/Urban,10,River Thames,840.0,Richmond upon Thames,-0.33284930421247544,51.42727736966594,TW11 8,TW11
BS6 9LN,359117,174505,Unsurveyed/Urban,30,Unknown,490.0,"Bristol, City of",-2.589948850655217,51.46802615243527,BS6 9,BS6
BS39 6XW,363710,157129,Stagnosols,90,Cam Brook,360.0,Bath and North East Somerset,-2.5220486668843245,51.312108200242214,BS39 6,BS39
PL3 5ZJ,250353,53862,Unsurveyed/Urban,10,Pomphlett Lake,130.0,Plymouth,-4.105463426161191,50.365583256976805,PL3 5,PL3
RH6 7NP,528388,142110,Unsurveyed/Urban,60,Gatwick Stream,2570.0,Reigate and Banstead,-0.16521235348393684,51.16383854658616,RH6 7,RH6
OX33 1FX,459787,205695,Leptosols,80,Holton Brook,1750.0,South Oxfordshire,-1.1354084895193046,51.74677196651831,OX33 1,OX33
TQ1 1JE,291898,64612,Unsurveyed/Urban,50,Unknown,470.0,Torbay,-3.524682071490482,50.471333120779114,TQ1 1,TQ1
BS20 7HY,346142,176973,Unsurveyed/Urban,10,Drove Rhyne,1530.0,North Somerset,-2.77709962948532,51.4891263067368,BS20 7,BS20
RH16 2DH,533865,125805,Unsurveyed/Urban,50,Scrase Stream,650.0,Mid Sussex,-0.09296473077365418,51.016049653293976,RH16 2,RH16
TW7 7TD,517054,177215,Unsurveyed/Urban,10,Unknown,960.0,Hounslow,-0.31571166369209164,51.48178708181503,TW7 7,TW7
TN39 4YP,571400,108700,Unsurveyed/Urban,20,Combe Haven,330.0,Rother,0.4336440774461693,50.85242254997648,TN39 4,TN39
BS31 2SQ,363518,166923,Leptosols,70,River Chew,2000.0,Bath and North East Somerset,-2.5258108933939516,51.40015674359923,BS31 2,BS31
SW4 8WH,529353,175449,Unsurveyed/Urban,20,River Thames,3280.0,Lambeth,-0.13933679051969228,51.463240203470086,SW4 8,SW4
CR5 3NX,527367,157653,Unsurveyed/Urban,110,Unknown,4600.0,Reigate and Banstead,-0.1742855505041408,51.30375648455574,CR5 3,CR5
BH12 1YD,406189,93423,Podsols,50,The Bourne,340.0,"Bournemouth, Christchurch and Poole",-1.9136562055103599,50.7403842957393,BH12 1,BH12
ME5 7TD,576582,164812,Leptosols,60,Tower Reach,4410.0,Medway,0.5346192842152773,51.35493977675834,ME5 7,ME5
TW1 9PB,515669,174315,Unsurveyed/Urban,10,River Crane,1280.0,Hounslow,-0.33659592403301847,51.45600734418714,TW1 9,TW1
RG42 5TG,484145,171603,Planosols,70,The Cut,1350.0,Bracknell Forest,-0.7908280228306335,51.43718497556446,RG42 5,RG42
BR5 3SE,547775,168150,Unsurveyed/Urban,50,River Cray,1440.0,Bromley,0.12262487974566338,51.39315021797595,BR5 3,BR5
RG21 8XY,462652,151486,Unsurveyed/Urban,100,River Loddon,1140.0,Basingstoke and Deane,-1.1035270941804531,51.2591018223246,RG21 8,RG21
BS32 9BJ,362441,181682,Stagnosols,50,Stoke Brook,940.0,South Gloucestershire,-2.5428649834587174,51.532786055555796,BS32 9,BS32
RG10 0GF,471321,174026,Unsurveyed/Urban,40,River Thames,540.0,Reading,-0.9747998627189968,51.46072511981309,RG10 0,RG10
SE10 1AJ,540201,178641,Unsurveyed/Urban,10,Woolwich Reach,2960.0,Greenwich,0.017987276012327604,51.4893425665461,SE10 1,SE10
CT1 9FB,615886,158470,Unsurveyed/Urban,20,Great Stour,550.0,Canterbury,1.094447522821825,51.28443710025901,CT1 9,CT1
RH15 8RX,531400,119900,Unsurveyed/Urban,40,Holmbush Gill,1210.0,Mid Sussex,-0.1302200241390998,50.963546750671775,RH15 8,RH15
SM2 6BN,525407,161740,Arenosols,100,Hogsmill River,4000.0,Sutton,-0.20095044889873012,51.34092238653707,SM2 6,SM2
RG18 3FY,451175,167802,Planosols,80,River Pang,560.0,West Berkshire,-1.2656472778076406,51.40694222062336,RG18 3,RG18
RG40 2YJ,481689,168313,Unsurveyed/Urban,70,Emm Brook,750.0,Wokingham,-0.8269108459342138,51.407967859349604,RG40 2,RG40
BS7 9NZ,360129,176099,Unsurveyed/Urban,40,River Frome,1680.0,"Bristol, City of",-2.575561179022404,51.48243029994001,BS7 9,BS7
SW16 1TW,529460,171611,Unsurveyed/Urban,40,River Wandle,3540.0,Wandsworth,-0.13920006136572344,51.42872443203469,SW16 1,SW16
GU27 1PQ,487774,132651,Podsols,120,River Wey,250.0,Waverley,-0.7481792530948875,51.08646951756701,GU27 1,GU27
TA2 8PS,324816,126222,Gleysols,10,Unknown,80.0,Somerset West and Taunton,-3.073519997398637,51.03042493601882,TA2 8,TA2
RG18 3UE,451341,168066,Planosols,90,River Pang,870.0,West Berkshire,-1.2632227775853773,51.40930083735378,RG18 3,RG18
SW14 7RU,519958,174968,Unsurveyed/Urban,20,Beverley Brook,2310.0,Richmond upon Thames,-0.2746736703368231,51.46098451249553,SW14 7,SW14
CT11 9JP,637852,164696,Unsurveyed/Urban,20,River Stour,3870.0,Thanet,1.4130190168661736,51.33158033612918,CT11 9,CT11
KT3 4JP,521673,168897,Unsurveyed/Urban,20,Beverley Brook,510.0,Kingston upon Thames,-0.25208336007366533,51.406056474076145,KT3 4,KT3
KT16 9GN,503846,166556,Unsurveyed/Urban,20,The Bourne,960.0,Runnymede,-0.5089670701106225,51.38855514122945,KT16 9,KT16
CT20 3ZN,620691,135426,Unsurveyed/Urban,40,Pent Stream,1910.0,Folkestone and Hythe,1.1491003127233128,51.07570114592807,CT20 3,CT20
BH19 1BD,402297,79323,Planosols,10,Unknown,430.0,Dorset,-1.9688961488205858,50.613614381513635,BH19 1,BH19
EX15 1AX,302227,108113,Cambisols,60,Cole Brook,560.0,Mid Devon,-3.3906873336879033,50.86422805420219,EX15 1,EX15
TN1 2AY,558359,139898,Unsurveyed/Urban,120,Unknown,1570.0,Tunbridge Wells,0.2621277915830606,51.13645967128962,TN1 2,TN1
SO3 3AZ,447006,113558,Unsurveyed/Urban,80,Unknown,2210.0,Eastleigh,-1.3326526222825186,50.919574557914565,SO3 3,SO3
SO16 8DW,438171,116374,Planosols,40,Tanner's Brook,1740.0,Test Valley,-1.4580408209504467,50.9455462348615,SO16 8,SO16
TR18 2ND,147471,30197,Unsurveyed/Urban,10,Larriggan River,2300.0,Cornwall,-5.533933060905435,50.11801356457617,TR18 2,TR18
BN4 3LS,517400,111500,Cambisols,10,Unknown,680.0,Horsham,-0.33218835042717554,50.89106331391578,BN4 3,BN4
TW12 1UY,513447,169655,Unsurveyed/Urban,10,River Thames,1000.0,Richmond upon Thames,-0.3700539455076088,51.41457280910917,TW12 1,TW12
RG21 7FN,462324,153509,Unsurveyed/Urban,110,River Loddon,1740.0,Basingstoke and Deane,-1.1078749903465768,51.27732595835006,RG21 7,RG21
SE4 1QZ,536469,174600,Unsurveyed/Urban,30,Ravensbourne River,1230.0,Lewisham,-0.037291228391997555,51.45394142653458,SE4 1,SE4
BR5 1AQ,543670,167007,Unsurveyed/Urban,80,Unknown,820.0,Bromley,0.0632021027048263,51.38393280585785,BR5 1,BR5
BH21 1FP,401160,99815,Unsurveyed/Urban,20,River Allen,950.0,Dorset,-1.9849081730159115,50.79789578629636,BH21 1,BH21
BH11 8YP,405200,95300,Unsurveyed/Urban,60,River Stour,1280.0,"Bournemouth, Christchurch and Poole",-1.9276462156769292,50.75727294481899,BH11 8,BH11
PO38 1QP,456859,77749,Luvisols,50,River Yar,3190.0,Isle of Wight,-1.1980152160455146,50.59670502410929,PO38 1,PO38
TR3 7DQ,173611,36727,Histosols,130,River Kennall,440.0,Cornwall,-5.1727743274697895,50.187199277397895,TR3 7,TR3
TN24 0JA,603308,141972,Unsurveyed/Urban,50,Old Mill Stream,800.0,Ashford,0.9049902055990666,51.14090502994066,TN24 0,TN24
KT1 1PY,517772,169277,Unsurveyed/Urban,10,River Thames,70.0,Kingston upon Thames,-0.30801569807331525,51.41029448036454,KT1 1,KT1
PL25 3HX,203531,52862,Cambisols,50,St Austell River,360.0,Cornwall,-4.7625653606637295,50.34282673139285,PL25 3,PL25
KT13 0WB,507459,164947,Unsurveyed/Urban,20,River Wey,500.0,Elmbridge,-0.457548971947747,51.37342092820069,KT13 0,KT13
GU11 3PR,487225,149516,Unsurveyed/Urban,90,Blackwater River,760.0,Rushmoor,-0.7519313684925761,51.23816709960249,GU11 3,GU11
BN21 2QN,559940,100862,Unsurveyed/Urban,20,Lottbridge Sewer,860.0,Eastbourne,0.26756294794347846,50.785274480490436,BN21 2,BN21
BS19 2UN,348277,170156,Cambisols,20,Unknown,1040.0,North Somerset,-2.745353122485117,51.42803603315147,BS19 2,BS19
SL5 0WZ,493768,167833,Podsols,70,Unknown,830.0,Windsor and Maidenhead,-0.6534207078381933,51.40178698060417,SL5 0,SL5
BN17 7AJ,502422,103081,Unsurveyed/Urban,10,River Arun,1330.0,Arun,-0.5474184449302101,50.81822742389942,BN17 7,BN17
SE1 3GF,533747,178983,Unsurveyed/Urban,10,Upper Pool,1210.0,Southwark,-0.07478540197028509,51.49397790997975,SE1 3,SE1
BS15 1DL,363798,173918,Unsurveyed/Urban,90,River Frome,2650.0,"Bristol, City of",-2.52250342141004,51.46306814828231,BS15 1,BS15
TN12 0QS,578589,144352,Planosols,20,River Beult,1330.0,Maidstone,0.5532040910900645,51.17052367494118,TN12 0,TN12
KT20 5TP,523608,156742,Unsurveyed/Urban,170,River Mole,6120.0,Reigate and Banstead,-0.22849615510618784,51.29639682342528,KT20 5,KT20
CT2 0BB,617682,160200,Luvisols,10,Great Stour,330.0,Canterbury,1.121215430300179,51.29928683430198,CT2 0,CT2
BH23 2DA,414868,93474,Unsurveyed/Urban,10,River Stour,730.0,"Bournemouth, Christchurch and Poole",-1.7906574682675145,50.740687267984434,BH23 2,BH23
SP11 6EQ,441426,150876,Gleysols,90,Bourne Rivulet,3350.0,Basingstoke and Deane,-1.4077624180346615,51.2555504725174,SP11 6,SP11
BA14 4WB,385428,157571,Unsurveyed/Urban,40,River Biss,330.0,Wiltshire,-2.2104765713136376,51.31705761337555,BA14 4,BA14
BS18 7YF,352486,165708,Luvisols,160,Elwell Brook,1910.0,North Somerset,-2.6842200133615397,51.38841364306978,BS18 7,BS18
BN9 8BB,541100,101400,Unsurveyed/Urban,40,River Ouse,3330.0,Lewes,0.0006881019040187923,50.794996929177685,BN9 8,BN9
BN1 8EG,531253,107761,Unsurveyed/Urban,140,Unknown,7640.0,Brighton and Hove,-0.13667376418233484,50.85447965988273,BN1 8,BN1
SO2 9BY,443993,111079,Unsurveyed/Urban,20,River Itchen,1820.0,Southampton,-1.3758115732465876,50.89752077404221,SO2 9,SO2
OX11 7GL,452785,190006,Gleysols,60,Moor Ditch,1990.0,South Oxfordshire,-1.2391860749125259,51.60642366901812,OX11 7,OX11
ME20 7DL,571274,159289,Unsurveyed/Urban,10,River Medway,380.0,Tonbridge and Malling,0.45581096546308736,51.30694777086204,ME20 7,ME20
PL6 7AW,252963,64240,Histosols,140,River Meavy,440.0,South Hams,-4.07285906517512,50.459511535132705,PL6 7,PL6
GU15 9AS,486025,159806,Unsurveyed/Urban,60,Blackwater River,420.0,Surrey Heath,-0.7666415064311668,51.330853233450945,GU15 9,GU15
BH23 3XB,417514,92992,Unsurveyed/Urban,10,River Mude,770.0,"Bournemouth, Christchurch and Poole",-1.7531816516618421,50.73627959653713,BH23 3,BH23
TQ1 2YA,292200,63300,Unsurveyed/Urban,50,Unknown,330.0,Torbay,-3.5200497231613017,50.459594045544925,TQ1 2,TQ1
KT12 4BL,510310,162706,Luvisols,20,River Mole,790.0,Elmbridge,-0.41730033415276213,51.352732147015125,KT12 4,KT12
SL5 0PU,495755,168664,Cambisols,40,Unknown,110.0,Windsor and Maidenhead,-0.6246411433821444,51.40892530614471,SL5 0,SL5
RG7 5DJ,463969,170981,Gleysols,50,River Kennet,890.0,West Berkshire,-1.0811582513915412,51.43422656012177,RG7 5,RG7
PO8 0DX,470308,114891,Cambisols,100,Unknown,3930.0,East Hampshire,-1.000940738466853,50.92919540540986,PO8 0,PO8
TA11 6JW,348818,128831,Unsurveyed/Urban,40,River Cary,1030.0,South Somerset,-2.7316514300010284,51.05652717870034,TA11 6,TA11
BS16 5NB,365937,175907,Unsurveyed/Urban,70,Warmley Brook,1790.0,South Gloucestershire,-2.4919070965628527,51.48108481228925,BS16 5,BS16
SN11 9ZQ,399686,171142,Unsurveyed/Urban,70,River Marden,300.0,Wiltshire,-2.0059079648757345,51.43927274099276,SN11 9,SN11
SP8 4BX,380342,126960,Unsurveyed/Urban,80,River Stour,220.0,Dorset,-2.281769194785477,51.0416540725953,SP8 4,SP8
TA8 1HU,331072,148646,Gleysols,10,Burnham Rhyne,640.0,Sedgemoor,-2.9886193488055324,51.232817929007766,TA8 1,TA8
BN1 2JY,530200,104100,Unsurveyed/Urban,10,River Adur,6730.0,Brighton and Hove,-0.152924872879592,50.82181308575295,BN1 2,BN1
TN15 6YL,556800,157800,Stagnosols,90,River Darent,710.0,Sevenoaks,0.24768418355960403,51.29773781895977,TN15 6,TN15
DA18 4DP,548282,179340,Unsurveyed/Urban,10,Unknown,1040.0,Bexley,0.13459055722819993,51.49356379513762,DA18 4,DA18
BS34 5RG,359309,181750,Unsurveyed/Urban,80,Henbury Trym,2210.0,South Gloucestershire,-2.5880230322661184,51.533179744482155,BS34 5,BS34
TR7 1NF,180714,61754,Unsurveyed/Urban,30,River Gannel,990.0,Cornwall,-5.08795664932282,50.41462304390279,TR7 1,TR7
SW20 9ZP,524321,170180,Unsurveyed/Urban,20,River Wandle,3040.0,Merton,-0.21358305896422447,51.41701337658346,SW20 9,SW20
BN1 2AA,530127,104440,Unsurveyed/Urban,20,River Adur,6640.0,Brighton and Hove,-0.1538401505486533,50.82488534590246,BN1 2,BN1
BS21 7RZ,340440,171152,Unsurveyed/Urban,20,Land Yeo,2720.0,North Somerset,-2.858232535675921,51.436219524446685,BS21 7,BS21
BN2 5BF,532694,103827,Unsurveyed/Urban,40,River Adur,9240.0,Brighton and Hove,-0.11763654239448437,50.8187938134502,BN2 5,BN2
PL10 1QH,242988,52825,Cambisols,20,River Tamar,750.0,Cornwall,-4.208506369330442,50.35434394692795,PL10 1,PL10
TN37 6ZB,580383,109741,Unsurveyed/Urban,60,Hollington Stream,1320.0,Hastings,0.5616418230129551,50.85904497211608,TN37 6,TN37
TW20 0YG,498788,172204,Podsols,80,River Thames,1390.0,Runnymede,-0.5800615604277829,51.44022609377935,TW20 0,TW20
RG26 5US,466727,158790,Planosols,60,Bow Brook,750.0,Basingstoke and Deane,-1.0437745800827425,51.32430710631537,RG26 5,RG26
SL5 7HD,492435,168748,Luvisols,80,Unknown,2350.0,Windsor and Maidenhead,-0.672339627264688,51.4102306167196,SL5 7,SL5
CR0 4QS,530501,164629,Unsurveyed/Urban,50,River Wandle,1340.0,Sutton,-0.12679962901458397,51.36573999781659,CR0 4,CR0
SL60 1JR,489271,180741,Luvisols,30,White Brook,1700.0,Windsor and Maidenhead,-0.7147951425735901,51.5185451114606,SL60 1,SL60
BR7 5LW,542316,169800,Unsurveyed/Urban,90,Kyd Brook,700.0,Bromley,0.04487699764421523,51.40937122486518,BR7 5,BR7
GU17 7EB,481392,159805,Unsurveyed/Urban,90,Blackwater River,1930.0,Hart,-0.8331254803881075,51.33152532415513,GU17 7,GU17
UB7 9PF,506500,179800,Unsurveyed/Urban,30,Grand Union Canal,3130.0,Hillingdon,-0.46685789819450585,51.50710528623924,UB7 9,UB7
SO3 4AB,448968,112748,Unsurveyed/Urban,30,Unknown,840.0,Eastleigh,-1.3048513383129932,50.912128491990245,SO3 4,SO3
OX9 5JH,468745,194351,Luvisols,100,Unknown,1100.0,South Oxfordshire,-1.0079066146412292,51.64376587586625,OX9 5,OX9
ME17 1DF,586880,152566,Luvisols,90,River Len,770.0,Maidstone,0.6759400232003131,51.2416559942646,ME17 1,ME17
DT6 6JR,342177,92785,Luvisols,30,River Winniford,270.0,Dorset,-2.820678611570707,50.73178893314248,DT6 6,DT6
BS40 5PW,346920,164680,Leptosols,140,Congresbury Yeo,2450.0,North Somerset,-2.7640486786419296,51.37867658958302,BS40 5,BS40
TW8 8FF,517201,177417,Unsurveyed/Urban,10,River Brent,130.0,Hounslow,-0.3135287486544789,51.483572165539734,TW8 8,TW8
TA8 1HB,331022,149368,Gleysols,10,Burnham Rhyne,290.0,Sedgemoor,-2.9894746463645148,51.23930303853098,TA8 1,TA8
BS37 0BF,371389,182380,Unsurveyed/Urban,80,River Frome,370.0,South Gloucestershire,-2.4139268539718364,51.53958811553314,BS37 0,BS37
TN40 1HP,574393,107416,Unsurveyed/Urban,20,Combe Haven,2460.0,Rother,0.4755115855408047,50.83999307216455,TN40 1,TN40
SN8 2TN,418620,168993,Unsurveyed/Urban,140,River Kennet,430.0,Wiltshire,-1.7336175301346217,51.41964794971585,SN8 2,SN8
OX49 5EU,469763,192643,Luvisols,130,Unknown,3020.0,South Oxfordshire,-0.9935369378514628,51.62828602374626,OX49 5,OX49
PL2 3WT,250426,53731,Unsurveyed/Urban,10,Pomphlett Lake,270.0,Plymouth,-4.10438565437631,50.36442451313633,PL2 3,PL2
PL4 0NG,248794,54411,Unsurveyed/Urban,10,River Plym,1000.0,Plymouth,-4.1275884768668725,50.370118326619746,PL4 0,PL4
PL27 6TN,193345,78598,Leptosols,60,River Camel,1100.0,Cornwall,-4.919736760173611,50.570486145634774,PL27 6,PL27
DT3 4NY,361316,82466,Cambisols,40,Unknown,800.0,Dorset,-2.5484250486753752,50.64059113355048,DT3 4,DT3
SM2 6HH,525091,162963,Unsurveyed/Urban,70,Pyl Brook,4510.0,Sutton,-0.20505537741062693,51.35198339519621,SM2 6,SM2
DT10 1YD,378926,114489,Unsurveyed/Urban,60,River Stour,650.0,Dorset,-2.3012388089367866,50.929462685748966,DT10 1,DT10
TN23 1YN,601200,142500,Unsurveyed/Urban,40,Great Stour,200.0,Ashford,0.8751911260764274,51.146390937806025,TN23 1,TN23
SN10 5XT,398301,154228,Luvisols,90,Kennet and Avon Canal,1580.0,Wiltshire,-2.0257477184971804,51.287184829712935,SN10 5,SN10
BN17 6GU,503600,103586,Unsurveyed/Urban,10,Black Ditch,1000.0,Arun,-0.5305592974918719,50.822557840087164,BN17 6,BN17
BN1 5JY,529863,106866,Unsurveyed/Urban,90,West Arm,7540.0,Brighton and Hove,-0.15672747084737695,50.84674905713887,BN1 5,BN1
ME12 1AY,592179,175021,Unsurveyed/Urban,0,West Swale,3990.0,Swale,0.7638737405005974,51.44157174501475,ME12 1,ME12
BN7 1QP,540786,109570,Unsurveyed/Urban,20,The Cockshut,780.0,Lewes,-0.0006292923618734125,50.86849722853388,BN7 1,BN7
TQ1 1DF,291900,63500,Unsurveyed/Urban,10,Unknown,1500.0,Torbay,-3.524332364666974,50.4613367463396,TQ1 1,TQ1
PL7 2FW,256112,55782,Cambisols,90,Unknown,1280.0,Plymouth,-4.02527879273623,50.38427684776432,PL7 2,PL7
BH13 6BY,405491,91494,Unsurveyed/Urban,40,The Bourne,2360.0,"Bournemouth, Christchurch and Poole",-1.9235762643885022,50.72304436590453,BH13 6,BH13
TQ13 7JQ,275490,69648,Cambisols,80,River Ashburn,370.0,Teignbridge,-3.7574676607262787,50.513342542121435,TQ13 7,TQ13
SW11 3TN,526437,175801,Unsurveyed/Urban,10,River Thames,660.0,Wandsworth,-0.1811642448325427,51.46706192493717,SW11 3,SW11
