postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,riskLabel,medianPrice,historicallyFlooded
SO14 1NT,442515,111830,Unsurveyed/Urban,10,River Itchen,1410.0,Southampton,1,122300.0,0
SO14 1PF,442524,112043,Unsurveyed/Urban,10,River Itchen,1260.0,Southampton,1,221200.0,0
SO14 1PH,442596,111903,Unsurveyed/Urban,10,River Itchen,1300.0,Southampton,2,130600.0,0
SO14 1PJ,442608,111839,Unsurveyed/Urban,10,River Itchen,1340.0,Southampton,1,126600.0,0
SO14 1PL,442621,111903,Unsurveyed/Urban,10,River Itchen,1280.0,Southampton,1,122600.0,0
SO14 1PT,442739,111791,Unsurveyed/Urban,10,River Itchen,1290.0,Southampton,1,132300.0,0
SO14 1QX,442676,112019,Unsurveyed/Urban,10,River Itchen,1160.0,Southampton,1,136900.0,0
SO14 2AF,441853,111406,Unsurveyed/Urban,10,,1270.0,Southampton,1,172400.0,0
SO14 2AH,441897,111227,Unsurveyed/Urban,10,River Test,1070.0,Southampton,1,179800.0,0
SO14 2BA,441816,111563,Unsurveyed/Urban,10,,1110.0,Southampton,1,168700.0,0
SO14 2BB,441924,111385,Unsurveyed/Urban,10,River Test,1230.0,Southampton,1,194000.0,0
SO14 2BH,441873,111448,Unsurveyed/Urban,10,,1240.0,Southampton,1,188200.0,0
SO14 2BR,442003,111316,Unsurveyed/Urban,10,River Test,1170.0,Southampton,2,196900.0,0
SO14 2BX,441930,111566,Unsurveyed/Urban,10,,1160.0,Southampton,1,190600.0,0
SO14 2BZ,441861,111502,Unsurveyed/Urban,10,,1190.0,Southampton,1,185400.0,0
SO14 2DJ,442036,111622,Unsurveyed/Urban,10,,1180.0,Southampton,1,168000.0,0
SO14 2DL,442018,111670,Unsurveyed/Urban,10,,1130.0,Southampton,1,192800.0,0
SO14 2DZ,441938,111160,Unsurveyed/Urban,10,River Test,1000.0,Southampton,1,154400.0,0
SO14 2EB,442005,111194,Unsurveyed/Urban,10,River Test,1050.0,Southampton,1,190800.0,0
SO14 2EH,441925,111462,Unsurveyed/Urban,10,,1250.0,Southampton,1,198400.0,0
SO14 2EL,441974,111346,Unsurveyed/Urban,10,River Test,1190.0,Southampton,1,169700.0,0
SO14 2HJ,442077,110865,Unsurveyed/Urban,10,River Test,750.0,Southampton,1,198200.0,0
SO14 2HN,442034,111356,Unsurveyed/Urban,10,River Test,1210.0,Southampton,1,172800.0,0
SO14 2HU,441990,111194,Unsurveyed/Urban,10,River Test,1050.0,Southampton,1,197500.0,0
SO14 2JS,441891,111328,Unsurveyed/Urban,10,River Test,1170.0,Southampton,1,178400.0,0
SO14 2JU,442000,111100,Unsurveyed/Urban,10,River Test,960.0,Southampton,1,185000.0,0
SO14 2NA,442060,111432,Unsurveyed/Urban,10,River Test,1290.0,Southampton,1,175300.0,0
SO14 2NG,441700,111800,Unsurveyed/Urban,10,,850.0,Southampton,1,189200.0,0
SO14 2NP,441986,111435,Unsurveyed/Urban,10,River Test,1280.0,Southampton,1,180100.0,0
SO14 2NR,442043,111328,Unsurveyed/Urban,10,River Test,1190.0,Southampton,1,191500.0,0
SO14 2NW,442028,111068,Unsurveyed/Urban,10,River Test,930.0,Southampton,1,153600.0,0
SO14 2NX,442034,111521,Unsurveyed/Urban,10,River Test,1380.0,Southampton,1,196300.0,0
SO14 2PB,442003,111299,Unsurveyed/Urban,10,River Test,1150.0,Southampton,1,175800.0,0
SO14 2PF,442053,110886,Unsurveyed/Urban,10,River Test,760.0,Southampton,1,166600.0,0
SO14 2SD,441800,111600,Unsurveyed/Urban,10,,1070.0,Southampton,1,197200.0,0
SO14 2SN,441926,111317,Unsurveyed/Urban,10,River Test,1160.0,Southampton,1,179300.0,0
SO14 3AE,442490,110830,Unsurveyed/Urban,10,River Test,950.0,Southampton,1,215000.0,0
SO14 3AH,442469,110186,Unsurveyed/Urban,10,River Test,660.0,Southampton,2,247300.0,0
SO14 3AZ,442209,111208,Unsurveyed/Urban,10,River Test,1120.0,Southampton,1,108600.0,0
SO14 3BD,442251,111372,Unsurveyed/Urban,10,River Test,1290.0,Southampton,1,237400.0,0
SO14 3BG,442264,111458,Unsurveyed/Urban,10,River Test,1370.0,Southampton,1,251400.0,0
SO14 3BH,442175,111447,Unsurveyed/Urban,10,River Test,1330.0,Southampton,1,207400.0,0
SO14 3BJ,442206,111409,Unsurveyed/Urban,10,River Test,1310.0,Southampton,1,251900.0,0
SO14 3BL,442207,111481,Unsurveyed/Urban,10,River Test,1380.0,Southampton,1,216700.0,0
SO14 3BP,442314,111111,Unsurveyed/Urban,10,River Test,1070.0,Southampton,1,252300.0,0
SO14 3DD,442333,111441,Unsurveyed/Urban,10,River Test,1380.0,Southampton,1,246100.0,0
SO14 3DE,442348,111406,Unsurveyed/Urban,10,River Test,1350.0,Southampton,1,242100.0,0
SO14 3DG,442390,111331,Unsurveyed/Urban,10,River Test,1300.0,Southampton,1,239600.0,0
SO14 3DH,442315,111314,Unsurveyed/Urban,10,River Test,1260.0,Southampton,1,154800.0,0
SO14 3DP,442430,111113,Unsurveyed/Urban,10,River Test,1130.0,Southampton,4,172400.0,0
SO14 3DR,442452,111168,Unsurveyed/Urban,10,River Test,1190.0,Southampton,5,343800.0,0
SO14 3EB,442244,111119,Unsurveyed/Urban,10,River Test,1050.0,Southampton,1,230000.0,0
SO14 3EJ,442421,111287,Unsurveyed/Urban,10,River Test,1280.0,Southampton,1,207300.0,0
SO14 3FE,442546,111174,Unsurveyed/Urban,10,River Test,1250.0,Southampton,1,209600.0,0
SO14 3FF,442500,111300,Unsurveyed/Urban,10,River Test,1330.0,Southampton,1,221500.0,0
SO14 3FJ,442793,111043,Unsurveyed/Urban,10,River Test,1320.0,Southampton,1,184500.0,0
SO14 3FT,442705,111034,Unsurveyed/Urban,10,River Test,1250.0,Southampton,1,217000.0,0
SO14 3FU,442336,110957,Unsurveyed/Urban,10,River Test,950.0,Southampton,1,239100.0,0
SO14 3FX,442732,111027,Unsurveyed/Urban,10,River Test,1260.0,Southampton,1,216900.0,0
SO14 3GB,442724,111470,Unsurveyed/Urban,10,River Itchen,1570.0,Southampton,6,219300.0,0
SO14 3GW,442533,111330,Unsurveyed/Urban,10,River Test,1370.0,Southampton,1,212000.0,0
SO14 3HD,442082,111521,Unsurveyed/Urban,10,River Test,1380.0,Southampton,1,248100.0,0
SO14 3HG,442154,111557,Unsurveyed/Urban,10,River Test,1440.0,Southampton,1,215100.0,0
SO14 3HH,442172,111525,Unsurveyed/Urban,10,River Test,1410.0,Southampton,1,235900.0,0
SO14 3HR,443008,111092,Unsurveyed/Urban,10,River Itchen,1810.0,Southampton,1,369800.0,0
SO14 3JA,442945,111060,Unsurveyed/Urban,10,River Itchen,1860.0,Southampton,1,278800.0,0
SO14 3JJ,442352,111561,Unsurveyed/Urban,10,River Test,1500.0,Southampton,1,217500.0,0
SO14 3JY,442759,110701,Unsurveyed/Urban,10,River Test,1090.0,Southampton,1,212400.0,0
SO14 3JZ,442702,110684,Unsurveyed/Urban,10,River Test,1030.0,Southampton,1,249300.0,0
SO14 3LA,442472,111300,Unsurveyed/Urban,10,River Test,1310.0,Southampton,1,213900.0,0
SO14 3LF,442817,110933,Unsurveyed/Urban,10,River Itchen,2020.0,Southampton,1,229400.0,0
SO14 3LH,442847,110973,Unsurveyed/Urban,10,River Itchen,1970.0,Southampton,1,308200.0,0
SO14 3LJ,442877,110995,Unsurveyed/Urban,10,River Itchen,1940.0,Southampton,1,277700.0,0
SO14 3LP,442480,111441,Unsurveyed/Urban,10,River Test,1440.0,Southampton,1,238100.0,0
SO14 3LU,442145,111301,Unsurveyed/Urban,10,River Test,1190.0,Southampton,1,242200.0,0
SO14 3LW,442679,111219,Unsurveyed/Urban,10,River Test,1370.0,Southampton,1,247800.0,0
SO14 3NF,442162,111301,Unsurveyed/Urban,10,River Test,1190.0,Southampton,1,241800.0,0
SO14 3NL,442163,111262,Unsurveyed/Urban,10,River Test,1150.0,Southampton,1,252300.0,0
SO14 3NQ,442925,110488,Unsurveyed/Urban,0,River Itchen,2410.0,Southampton,1,245400.0,0
SO14 3NU,442078,111232,Unsurveyed/Urban,10,River Test,1100.0,Southampton,1,240700.0,0
SO14 3NX,442104,111228,Unsurveyed/Urban,10,River Test,1100.0,Southampton,1,243600.0,0
SO14 3PB,442824,111073,Unsurveyed/Urban,10,River Itchen,1880.0,Southampton,1,224600.0,0
SO14 3PH,442300,111200,Unsurveyed/Urban,10,River Test,1150.0,Southampton,1,215800.0,0
SO14 3PL,442533,111296,Unsurveyed/Urban,10,River Test,1340.0,Southampton,1,248800.0,0
SO14 3QD,442510,111170,Unsurveyed/Urban,10,River Test,1220.0,Southampton,1,234400.0,0
SO14 3QE,442730,110904,Unsurveyed/Urban,10,River Test,1180.0,Southampton,1,213300.0,0
SO14 3QH,442480,111442,Unsurveyed/Urban,10,River Test,1440.0,Southampton,1,249000.0,0
SO14 3QS,442791,110842,Unsurveyed/Urban,10,River Test,1190.0,Southampton,1,305500.0,0
SO14 3QU,442857,110807,Unsurveyed/Urban,10,River Itchen,2120.0,Southampton,1,247600.0,0
SO14 3QW,442135,111184,Unsurveyed/Urban,10,River Test,1070.0,Southampton,1,207800.0,0
SO14 3RS,442309,111279,Unsurveyed/Urban,10,River Test,1220.0,Southampton,1,220500.0,0
SO14 3ST,442638,111300,Unsurveyed/Urban,10,River Test,1400.0,Southampton,1,219500.0,0
SO14 3TA,442906,110663,Unsurveyed/Urban,10,River Itchen,2250.0,Southampton,2,218900.0,0
SO14 3TE,442679,111241,Unsurveyed/Urban,10,River Test,1380.0,Southampton,4,92800.0,0
SO14 3TJ,442674,110836,Unsurveyed/Urban,10,River Test,1090.0,Southampton,1,211900.0,0
SO14 3TY,443040,110601,Unsurveyed/Urban,0,River Itchen,2280.0,Southampton,1,197000.0,0
SO14 3ZP,442706,111127,Unsurveyed/Urban,10,River Test,1310.0,Southampton,2,215200.0,0
SO14 5AE,443022,112402,Unsurveyed/Urban,10,River Itchen,640.0,Southampton,3,206800.0,0
SO14 5AH,442978,111306,Unsurveyed/Urban,10,River Itchen,1610.0,Southampton,1,184300.0,0
SO14 5AN,443552,112563,Unsurveyed/Urban,0,River Itchen,270.0,Southampton,1,187500.0,0
SO14 5BD,443151,112433,Unsurveyed/Urban,0,River Itchen,530.0,Southampton,7,190000.0,0
SO14 5BE,443002,112343,Unsurveyed/Urban,10,River Itchen,700.0,Southampton,3,187600.0,0
SO14 5BW,442937,111460,Unsurveyed/Urban,10,River Itchen,1480.0,Southampton,3,192900.0,0
SO14 5BY,443050,111334,Unsurveyed/Urban,10,River Itchen,1560.0,Southampton,2,204600.0,0
SO14 5DD,443430,112650,Unsurveyed/Urban,0,River Itchen,190.0,Southampton,1,206500.0,0
SO14 5FJ,442782,111348,Unsurveyed/Urban,10,River Itchen,1650.0,Southampton,5,193900.0,0
SO14 5FL,442785,111320,Unsurveyed/Urban,10,River Itchen,1670.0,Southampton,3,189900.0,0
SO14 5FQ,442861,111614,Unsurveyed/Urban,10,River Itchen,1380.0,Southampton,3,191700.0,0
SO14 5FR,442859,111416,Unsurveyed/Urban,10,River Itchen,1550.0,Southampton,7,134600.0,0
SO14 5GA,443037,111385,Unsurveyed/Urban,10,River Itchen,1520.0,Southampton,3,194200.0,0
SO14 5GB,442949,111369,Unsurveyed/Urban,10,River Itchen,1560.0,Southampton,7,373200.0,0
SO14 5GL,442815,111558,Unsurveyed/Urban,10,River Itchen,1450.0,Southampton,5,184300.0,0
SO14 5QA,443508,112526,Unsurveyed/Urban,0,River Itchen,300.0,Southampton,1,173400.0,0
SO14 5QF,443613,112692,Unsurveyed/Urban,0,River Itchen,180.0,Southampton,1,182200.0,0
SO14 5QH,443424,112487,Unsurveyed/Urban,0,River Itchen,350.0,Southampton,1,186100.0,0
SO14 5QL,443677,112483,Unsurveyed/Urban,10,River Itchen,390.0,Southampton,7,203700.0,0
SO14 5QR,443193,112340,Unsurveyed/Urban,10,River Itchen,580.0,Southampton,3,209200.0,0
SO14 5RG,443029,112073,Unsurveyed/Urban,10,River Itchen,890.0,Southampton,7,210500.0,0
SO14 5RP,443220,112694,Unsurveyed/Urban,0,River Itchen,310.0,Southampton,3,195400.0,0
SO14 5RY,443192,112616,Unsurveyed/Urban,0,River Itchen,380.0,Southampton,3,181100.0,0
SO14 5SD,443306,112564,Unsurveyed/Urban,0,River Itchen,330.0,Southampton,7,122900.0,0
SO14 5SG,443273,112486,Unsurveyed/Urban,0,River Itchen,410.0,Southampton,7,190500.0,0
SO14 5SL,443211,112509,Unsurveyed/Urban,0,River Itchen,430.0,Southampton,7,210700.0,0
SO14 5SN,443195,112456,Unsurveyed/Urban,0,River Itchen,490.0,Southampton,7,206100.0,0
SO14 5SR,443159,112560,Unsurveyed/Urban,0,River Itchen,440.0,Southampton,6,181500.0,0
SO14 5SS,443125,112563,Unsurveyed/Urban,0,River Itchen,460.0,Southampton,6,185100.0,0
SO14 5SW,443128,112496,Unsurveyed/Urban,0,River Itchen,500.0,Southampton,7,210800.0,0
SO14 5SX,443083,112504,Unsurveyed/Urban,10,River Itchen,530.0,Southampton,6,174100.0,0
SO14 5SZ,443100,112400,Unsurveyed/Urban,10,River Itchen,590.0,Southampton,3,179800.0,0
SO14 6AL,442335,113472,Unsurveyed/Urban,20,River Itchen,1330.0,Southampton,1,246400.0,0
SO14 6BB,442412,113676,Unsurveyed/Urban,20,River Itchen,1380.0,Southampton,2,207100.0,0
SO14 6FH,442214,113004,Unsurveyed/Urban,20,,1000.0,Southampton,1,279400.0,0
SO14 6FN,442216,113064,Unsurveyed/Urban,20,,1030.0,Southampton,1,243200.0,0
SO14 6FS,442219,113114,Unsurveyed/Urban,20,,1060.0,Southampton,1,250300.0,0
SO14 6FW,442214,113185,Unsurveyed/Urban,20,,1100.0,Southampton,1,237800.0,0
SO14 6GF,442303,113098,Unsurveyed/Urban,20,River Itchen,1230.0,Southampton,1,208300.0,0
SO14 6GH,442290,113143,Unsurveyed/Urban,20,River Itchen,1250.0,Southampton,2,279900.0,0
SO14 6GJ,442287,113163,Unsurveyed/Urban,20,River Itchen,1260.0,Southampton,1,221100.0,0
SO14 6GQ,442285,113256,Unsurveyed/Urban,20,River Itchen,1290.0,Southampton,1,228000.0,0
SO14 6GR,442281,113215,Unsurveyed/Urban,20,River Itchen,1280.0,Southampton,1,247800.0,0
SO14 6HH,442318,113406,Unsurveyed/Urban,20,River Itchen,1320.0,Southampton,1,283300.0,0
SO14 6HT,442451,113164,Unsurveyed/Urban,10,River Itchen,1100.0,Southampton,1,249800.0,0
SO14 6JE,442300,113600,Unsurveyed/Urban,20,,710.0,Southampton,1,286100.0,0
SO14 6QJ,442190,113279,Unsurveyed/Urban,20,,1130.0,Southampton,1,267900.0,0
SO14 6RA,442291,113340,Unsurveyed/Urban,20,,810.0,Southampton,1,262400.0,0
SO14 6RE,442251,113448,Unsurveyed/Urban,20,,720.0,Southampton,1,282200.0,0
SO14 6RL,442439,113512,Unsurveyed/Urban,20,River Itchen,1260.0,Southampton,1,271600.0,0
SO14 6RS,442448,113446,Unsurveyed/Urban,20,River Itchen,1220.0,Southampton,1,239100.0,0
SO14 6RZ,442497,113368,Unsurveyed/Urban,10,River Itchen,1140.0,Southampton,1,272700.0,0
SO14 6SH,442514,113233,Unsurveyed/Urban,10,River Itchen,1070.0,Southampton,1,148600.0,0
SO14 6TA,442167,113540,Unsurveyed/Urban,20,,600.0,Southampton,1,264300.0,0
SO14 6TF,442061,113532,Unsurveyed/Urban,30,,510.0,Southampton,1,271600.0,0
SO14 6TQ,442274,113546,Unsurveyed/Urban,20,,700.0,Southampton,1,250000.0,0
SO14 6TX,442315,113642,Unsurveyed/Urban,20,,710.0,Southampton,1,162300.0,0
SO14 6TY,442337,113717,Unsurveyed/Urban,20,,720.0,Southampton,1,238300.0,0
SO14 6UA,442499,113689,Unsurveyed/Urban,20,River Itchen,1320.0,Southampton,2,269200.0,0
SO14 6UN,442484,113780,Unsurveyed/Urban,20,River Itchen,1390.0,Southampton,2,339600.0,0
SO14 6US,442152,113679,Unsurveyed/Urban,30,,550.0,Southampton,1,251600.0,0
SO14 6WB,442241,113785,Unsurveyed/Urban,30,,620.0,Southampton,2,321700.0,0
SO14 6WD,442448,113980,Unsurveyed/Urban,30,,910.0,Southampton,2,449300.0,0
SO14 6WH,442390,113907,Unsurveyed/Urban,30,,930.0,Southampton,2,236600.0,0
SO14 7AA,441900,111700,Unsurveyed/Urban,10,,1030.0,Southampton,1,321400.0,0
SO14 7AR,441700,112000,Unsurveyed/Urban,10,,670.0,Southampton,1,329400.0,0
SO14 7DU,441976,112213,Unsurveyed/Urban,10,,740.0,Southampton,1,300200.0,0
SO14 7DY,441895,111723,Unsurveyed/Urban,10,,1010.0,Southampton,1,347400.0,0
SO14 7DZ,441955,111830,Unsurveyed/Urban,10,,970.0,Southampton,1,350800.0,0
SO14 7ED,441841,111818,Unsurveyed/Urban,10,,900.0,Southampton,1,344600.0,0
SO14 7EJ,441748,112077,Unsurveyed/Urban,10,,640.0,Southampton,1,326200.0,0
SO14 7FB,441878,111927,Unsurveyed/Urban,10,,840.0,Southampton,1,138000.0,0
SO14 7FH,441942,112066,Unsurveyed/Urban,10,,790.0,Southampton,1,305600.0,0
SO14 7FP,441925,112189,Unsurveyed/Urban,10,,710.0,Southampton,1,334900.0,0
SO14 7FT,441900,112100,Unsurveyed/Urban,10,,740.0,Southampton,1,302600.0,0
SO14 7GG,441900,111800,Unsurveyed/Urban,10,,950.0,Southampton,1,333400.0,0
SO14 7GP,441913,112081,Unsurveyed/Urban,10,,760.0,Southampton,2,334300.0,0
SO14 7GT,441994,111957,Unsurveyed/Urban,10,,900.0,Southampton,1,362200.0,0
SO14 7GW,442025,111778,Unsurveyed/Urban,10,,1050.0,Southampton,1,343100.0,0
SO14 7HF,441959,111697,Unsurveyed/Urban,10,,1070.0,Southampton,1,314000.0,0
SO14 7JN,441970,112349,Unsurveyed/Urban,20,,680.0,Southampton,1,303300.0,0
SO14 7JW,441949,112010,Unsurveyed/Urban,10,,830.0,Southampton,1,342800.0,0
SO14 7LN,441865,111745,Unsurveyed/Urban,10,,980.0,Southampton,1,339900.0,0
SO14 7LW,441847,112279,Unsurveyed/Urban,10,,600.0,Southampton,1,332300.0,0
SO14 7NF,441948,111885,Unsurveyed/Urban,10,,920.0,Southampton,1,309100.0,0
SO14 7ZH,441942,111993,Unsurveyed/Urban,10,,840.0,Southampton,1,310000.0,0
SO15 0AB,439323,112739,Unsurveyed/Urban,10,Tanner's Brook,780.0,Southampton,1,692000.0,0
SO15 0AD,438295,113053,Unsurveyed/Urban,10,Tanner's Creek,700.0,Southampton,1,821500.0,0
SO15 0AF,437343,113518,Unsurveyed/Urban,0,River Test,640.0,Southampton,1,717800.0,0
SO15 0AN,437952,112965,Unsurveyed/Urban,10,Tanner's Creek,720.0,Southampton,1,775700.0,0
SO15 0AP,438537,112946,Unsurveyed/Urban,10,Tanner's Brook,670.0,Southampton,1,704000.0,0
SO15 0AQ,438347,113060,Unsurveyed/Urban,10,Tanner's Brook,750.0,Southampton,1,739300.0,0
SO15 0BX,438156,113179,Unsurveyed/Urban,10,Tanner's Creek,840.0,Southampton,1,762600.0,0
SO15 0BY,438130,113214,Unsurveyed/Urban,10,Tanner's Creek,880.0,Southampton,1,738100.0,0
SO15 0DF,438539,112880,Unsurveyed/Urban,10,Tanner's Brook,720.0,Southampton,1,824300.0,0
SO15 0DN,438820,112815,Unsurveyed/Urban,10,Tanner's Brook,650.0,Southampton,1,729900.0,0
SO15 0EG,440109,113463,Unsurveyed/Urban,20,Holly Brook,1760.0,Southampton,1,761200.0,0
SO15 0EL,437967,113388,Unsurveyed/Urban,10,River Test,800.0,Southampton,1,785500.0,0
SO15 0GN,438004,112746,Unsurveyed/Urban,10,Tanner's Creek,510.0,Southampton,1,747800.0,0
SO15 0JU,438665,112890,Unsurveyed/Urban,10,Tanner's Brook,640.0,Southampton,1,819400.0,0
SO15 0JX,438821,112700,Unsurveyed/Urban,10,Tanner's Brook,760.0,Southampton,1,789800.0,0
SO15 0JY,438633,112798,Unsurveyed/Urban,10,Tanner's Brook,740.0,Southampton,2,758400.0,0
SO15 0LD,438580,112815,Unsurveyed/Urban,10,Tanner's Brook,750.0,Southampton,1,696700.0,0
SO15 0LG,437931,113240,Unsurveyed/Urban,10,River Test,680.0,Southampton,1,793600.0,0
SO15 0LL,438708,112966,Unsurveyed/Urban,10,Tanner's Brook,560.0,Southampton,1,709300.0,0
SO15 0LQ,437450,113580,Unsurveyed/Urban,0,River Test,710.0,Southampton,1,112300.0,0
SO15 0LT,437954,113400,Unsurveyed/Urban,10,River Test,800.0,Southampton,1,717200.0,0
SO15 0LU,437894,113513,Unsurveyed/Urban,10,River Test,840.0,Southampton,1,743100.0,0
SO15 0LX,437599,113559,Unsurveyed/Urban,10,River Test,730.0,Southampton,1,771600.0,0
SO15 0LY,437580,113533,Unsurveyed/Urban,10,River Test,690.0,Southampton,1,695900.0,0
SO15 0NB,437570,113443,Unsurveyed/Urban,0,River Test,610.0,Southampton,1,707200.0,0
SO15 0ND,437611,113614,Unsurveyed/Urban,10,River Test,780.0,Southampton,1,814300.0,0
SO15 0NL,437193,113594,Unsurveyed/Urban,0,River Test,190.0,Southampton,1,110200.0,0
SO15 0NX,437259,113593,Leptosols,0,River Test,250.0,Southampton,1,142700.0,0
SO15 0RB,440156,112131,Unsurveyed/Urban,10,River Test,840.0,Southampton,1,742300.0,0
SO15 0XD,438609,113253,Unsurveyed/Urban,10,Tanner's Brook,430.0,Southampton,1,780900.0,0
SO15 1AG,441746,111316,Unsurveyed/Urban,10,,1310.0,Southampton,1,164200.0,0
SO15 1AH,440772,112399,Unsurveyed/Urban,10,,570.0,Southampton,1,166100.0,0
SO15 1AU,439029,112377,Unsurveyed/Urban,10,Tanner's Brook,1070.0,Southampton,1,173300.0,0
SO15 1AZ,440358,112406,Unsurveyed/Urban,10,River Test,1180.0,Southampton,1,170100.0,0
SO15 1BG,440697,112337,Unsurveyed/Urban,10,,660.0,Southampton,1,163700.0,0
SO15 1BH,441036,112189,Unsurveyed/Urban,10,,460.0,Southampton,1,161800.0,0
SO15 1BP,440900,112200,Unsurveyed/Urban,10,,550.0,Southampton,1,172400.0,0
SO15 1BQ,441433,112353,Unsurveyed/Urban,10,,230.0,Southampton,1,147000.0,0
SO15 1BR,442000,112000,Unsurveyed/Urban,10,,880.0,Southampton,1,167200.0,0
SO15 1BS,440895,111732,Unsurveyed/Urban,10,River Test,1280.0,Southampton,1,160000.0,0
SO15 1BU,441600,111300,Unsurveyed/Urban,10,,1290.0,Southampton,1,157400.0,0
SO15 1BX,441074,112229,Unsurveyed/Urban,10,,410.0,Southampton,1,120500.0,0
SO15 1DL,441400,111600,Unsurveyed/Urban,10,,960.0,Southampton,1,156300.0,0
SO15 1DQ,441598,112259,Unsurveyed/Urban,10,,410.0,Southampton,1,158600.0,0
SO15 1DY,441136,111646,Unsurveyed/Urban,10,,930.0,Southampton,1,148000.0,0
SO15 1GD,441434,112291,Unsurveyed/Urban,10,,290.0,Southampton,1,165000.0,0
SO15 1GE,441533,112305,Unsurveyed/Urban,10,,330.0,Southampton,1,146700.0,0
SO15 1GJ,441624,112365,Unsurveyed/Urban,10,,360.0,Southampton,1,157700.0,0
SO15 1GX,441303,112249,Unsurveyed/Urban,10,,310.0,Southampton,1,170000.0,0
SO15 1HT,440547,112411,Unsurveyed/Urban,10,River Test,1300.0,Southampton,1,161600.0,0
SO15 1JE,440660,112268,Unsurveyed/Urban,10,River Test,1290.0,Southampton,1,184300.0,0
SO15 1JG,440749,112252,Unsurveyed/Urban,10,,650.0,Southampton,1,169600.0,0
SO15 1JJ,440738,112203,Unsurveyed/Urban,10,River Test,1320.0,Southampton,1,187400.0,0
SO15 1JR,440435,112387,Unsurveyed/Urban,10,River Test,1210.0,Southampton,1,160100.0,0
SO15 1LF,441800,112500,Unsurveyed/Urban,20,,480.0,Southampton,2,168700.0,0
SO15 1QH,441656,112014,Unsurveyed/Urban,10,,640.0,Southampton,1,171600.0,0
SO15 1QL,441476,111727,Unsurveyed/Urban,10,,840.0,Southampton,1,162000.0,0
SO15 1RA,441262,111973,Unsurveyed/Urban,10,,590.0,Southampton,1,144300.0,0
SO15 1RE,441356,111584,Unsurveyed/Urban,10,,970.0,Southampton,1,164700.0,0
SO15 1ZE,440943,112242,Unsurveyed/Urban,10,,490.0,Southampton,1,148200.0,0
SO15 2AH,442037,112684,Unsurveyed/Urban,20,,730.0,Southampton,2,1226500.0,0
SO15 2AL,441893,112578,Unsurveyed/Urban,20,,580.0,Southampton,1,446300.0,0
SO15 2AQ,442100,112574,Unsurveyed/Urban,20,,780.0,Southampton,2,440200.0,0
SO15 2AS,442104,112659,Unsurveyed/Urban,20,,790.0,Southampton,2,505900.0,0
SO15 2BG,441796,112479,Unsurveyed/Urban,20,,480.0,Southampton,2,457700.0,0
SO15 2BH,441713,112448,Unsurveyed/Urban,20,,410.0,Southampton,2,472400.0,0
SO15 2BT,441579,112545,Unsurveyed/Urban,10,,260.0,Southampton,2,286300.0,0
SO15 2BU,441385,112963,Unsurveyed/Urban,10,,410.0,Southampton,2,471600.0,0
SO15 2BW,441608,112512,Unsurveyed/Urban,20,,290.0,Southampton,1,438500.0,0
SO15 2DD,441738,112669,Unsurveyed/Urban,20,,430.0,Southampton,1,97000.0,0
SO15 2DJ,441755,112787,Unsurveyed/Urban,20,,490.0,Southampton,1,441000.0,0
SO15 2DR,441717,112832,Unsurveyed/Urban,20,,490.0,Southampton,1,237900.0,0
SO15 2EB,441962,112975,Unsurveyed/Urban,20,,770.0,Southampton,1,432700.0,0
SO15 2ED,441907,112834,Unsurveyed/Urban,20,,650.0,Southampton,1,438800.0,0
SO15 2ER,441950,112755,Unsurveyed/Urban,20,,660.0,Southampton,1,488300.0,0
SO15 2FB,442113,112811,Unsurveyed/Urban,20,,840.0,Southampton,2,155100.0,0
SO15 2FD,442149,112847,Unsurveyed/Urban,20,,880.0,Southampton,2,500300.0,0
SO15 2FE,442169,112876,Unsurveyed/Urban,20,,910.0,Southampton,1,426400.0,0
SO15 2FQ,441398,112741,Unsurveyed/Urban,10,,200.0,Southampton,1,290500.0,0
SO15 2FU,441520,112648,Unsurveyed/Urban,10,,220.0,Southampton,1,427100.0,0
SO15 2FW,441527,112625,Unsurveyed/Urban,10,,220.0,Southampton,1,452900.0,0
SO15 2FY,441514,112739,Unsurveyed/Urban,10,,270.0,Southampton,1,255700.0,0
SO15 2GB,441575,112679,Unsurveyed/Urban,20,,280.0,Southampton,1,219900.0,0
SO15 2GH,441656,112800,Unsurveyed/Urban,20,,420.0,Southampton,1,272300.0,0
SO15 2GP,441677,112532,Unsurveyed/Urban,20,,360.0,Southampton,1,445500.0,0
SO15 2GU,441714,112723,Unsurveyed/Urban,20,,430.0,Southampton,1,472900.0,0
SO15 2GY,441619,112689,Unsurveyed/Urban,20,,330.0,Southampton,1,473600.0,0
SO15 2HB,441497,112882,Unsurveyed/Urban,10,,370.0,Southampton,1,138800.0,0
SO15 2HG,441548,112854,Unsurveyed/Urban,20,,380.0,Southampton,1,493700.0,0
SO15 2HS,441679,112982,Unsurveyed/Urban,20,,560.0,Southampton,2,192000.0,0
SO15 2HT,441586,113015,Unsurveyed/Urban,20,,530.0,Southampton,2,457600.0,0
SO15 2JB,441520,112999,Unsurveyed/Urban,20,,490.0,Southampton,1,212400.0,0
SO15 2JD,441551,112961,Unsurveyed/Urban,20,,470.0,Southampton,1,453700.0,0
SO15 2JG,441746,113094,Unsurveyed/Urban,20,,690.0,Southampton,1,213500.0,0
